"id","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","basket_value","recency_days","cluster0","cluster1","cluster2","cluster3","cluster4","low_value_basket","medium_value_basket","high_value_basket"
7162,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7166,,,,,"Yes",,"Yes",,"Yes","Yes",,,,10.1,26,"Yes",,,,,,,"Yes"
7167,,,,,"Yes",,,,"Yes",,,,,7.1,19,"Yes",,,,,,,"Yes"
7170,,,,,"Yes",,,,,,,,,2.2,71,,,"Yes",,,"Yes",,
7171,,"Yes",,,"Yes",,,,"Yes",,"Yes",,,13.3,70,,"Yes",,,,,,"Yes"
7172,,,,,,,,,,,,"Yes",,1.7,63,,,"Yes",,,"Yes",,
7173,,,,,"Yes",,,,,,,,,2.2,71,,,"Yes",,,"Yes",,
7174,,"Yes",,,,,,,,,,,,2.1,56,,,"Yes",,,"Yes",,
7175,,,,,,,,,,,"Yes",,,4.1,70,,,"Yes",,,,"Yes",
7178,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7179,,,,,"Yes",,"Yes",,,,,"Yes",,5.3,62,,,"Yes",,,,"Yes",
7181,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7182,,,"Yes",,"Yes",,,,,,,,,3.4,45,,,,"Yes",,,"Yes",
7183,,,,"Yes",,,"Yes",,,"Yes",,"Yes",,6,11,"Yes",,,,,,,"Yes"
7184,,,"Yes",,,,,"Yes",,,,,,2.7,67,,,"Yes",,,"Yes",,
7185,,,"Yes",,"Yes",,,,"Yes",,"Yes",,,12.4,70,,"Yes",,,,,,"Yes"
7187,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7188,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7190,,,,"Yes","Yes",,,"Yes",,,,,,5,49,,,,"Yes",,,"Yes",
7191,,,,,,"Yes","Yes",,,,,,,4.5,43,,,,"Yes",,,"Yes",
7192,,,,,,"Yes",,,,,,,,3.1,36,,,,"Yes",,,"Yes",
7194,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7195,,,,,,"Yes",,,,,,,,3.1,30,,,,"Yes",,,"Yes",
7196,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7199,,,,,,,,,,"Yes",,,,1.6,53,,,"Yes",,,"Yes",,
7200,,,,,,,,,,,,,"Yes",5.1,70,,,"Yes",,,,"Yes",
7201,,,,,,,"Yes","Yes",,"Yes",,,"Yes",9.6,3,"Yes",,,,,,,"Yes"
7202,,,"Yes",,,,,,,,,"Yes",,2.9,50,,,,"Yes",,,"Yes",
7203,,,"Yes",,"Yes","Yes",,,,,,,,6.5,19,"Yes",,,,,,,"Yes"
7205,,,,,"Yes",,,,,,,,,2.2,55,,,"Yes",,,"Yes",,
7206,,,"Yes",,,,"Yes",,,,,,,2.6,53,,,"Yes",,,"Yes",,
7209,,,,,,,,"Yes","Yes",,,"Yes",,8.1,19,"Yes",,,,,,,"Yes"
7210,,"Yes",,"Yes","Yes","Yes",,,"Yes",,,,"Yes",18.7,26,"Yes",,,,,,,"Yes"
7211,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7213,,,"Yes","Yes",,,,,"Yes","Yes",,"Yes",,10.7,2,"Yes",,,,,,,"Yes"
7215,,,,,,,,"Yes",,,"Yes",,,5.6,70,,,"Yes",,,,"Yes",
7217,,,"Yes",,"Yes","Yes",,,,,,,,6.5,5,"Yes",,,,,,,"Yes"
7218,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
7219,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7220,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7221,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7222,,,,,"Yes",,,,,,,,,2.2,59,,,"Yes",,,"Yes",,
7223,,,,,"Yes",,,,,,,,,2.2,65,,,"Yes",,,"Yes",,
7226,,"Yes",,,,,,"Yes",,"Yes",,,,5.2,63,,,"Yes",,,,"Yes",
7227,,,,,,,,,,,,"Yes",,1.7,75,,,"Yes",,,"Yes",,
7228,,,"Yes",,"Yes",,,,"Yes",,,,,8.3,25,"Yes",,,,,,,"Yes"
7229,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,22,"Yes",,,,,,,"Yes"
7230,,,,,,,"Yes",,,,,,"Yes",6.5,14,"Yes",,,,,,,"Yes"
7232,,,,"Yes",,,,"Yes",,,,,,2.8,35,,,,"Yes",,,"Yes",
7234,,,,,,,"Yes",,,,,"Yes",,3.1,50,,,,"Yes",,,"Yes",
7235,,,,,"Yes",,,,"Yes",,,,,7.1,1,"Yes",,,,,,,"Yes"
7236,,,,"Yes","Yes","Yes","Yes",,,"Yes","Yes","Yes",,15.4,70,,"Yes",,,,,,"Yes"
7240,,,,,,"Yes",,"Yes",,,,,,4.6,32,,,,"Yes",,,"Yes",
7241,"Yes",,,,,"Yes",,,,,,,,4.2,39,,,,"Yes",,,"Yes",
7242,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7243,,,,,,,,"Yes",,,,,,1.5,63,,,"Yes",,,"Yes",,
7244,,,,,,"Yes",,,,,,,,3.1,44,,,,"Yes",,,"Yes",
7245,,"Yes",,,,,,,,,,,,2.1,67,,,"Yes",,,"Yes",,
7246,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7248,,,,,,"Yes",,,,,,"Yes",,4.8,34,,,,"Yes",,,"Yes",
7249,,,,,,,,"Yes",,"Yes",,,"Yes",8.2,5,"Yes",,,,,,,"Yes"
7250,"Yes","Yes",,"Yes",,,,,,,,,,4.5,43,,,,"Yes",,,"Yes",
7251,,,,,,,,"Yes","Yes",,,,,6.4,4,"Yes",,,,,,,"Yes"
7252,,,"Yes",,,,,,,"Yes",,,,2.8,30,,,,"Yes",,,"Yes",
7253,,,,"Yes","Yes",,,"Yes",,,,,,5,46,,,,"Yes",,,"Yes",
7254,,,,,,,,,,,,"Yes",,1.7,71,,,"Yes",,,"Yes",,
7256,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7257,,,"Yes",,"Yes",,,,,,,,,3.4,33,,,,"Yes",,,"Yes",
7258,,,"Yes","Yes",,,"Yes","Yes",,,,,,5.4,75,,,"Yes",,,,"Yes",
7259,,,"Yes",,"Yes",,"Yes",,,,,,,4.8,27,,,,"Yes",,,"Yes",
7260,,,"Yes",,,,,,,"Yes",,,,2.8,36,,,,"Yes",,,"Yes",
7261,,,,"Yes",,"Yes",,,,,,,,4.4,36,,,,"Yes",,,"Yes",
7262,,,"Yes","Yes","Yes",,,,,,"Yes","Yes",,10.5,70,,"Yes",,,,,,"Yes"
7263,"Yes",,,,,,"Yes",,,,,,,2.5,72,,,"Yes",,,"Yes",,
7264,,,,,,,,,"Yes","Yes",,,,6.5,1,"Yes",,,,,,,"Yes"
7265,,,,,"Yes",,,,,,,,"Yes",7.3,15,"Yes",,,,,,,"Yes"
7266,,,,,,"Yes",,,,,,,"Yes",8.2,26,"Yes",,,,,,,"Yes"
7267,,"Yes","Yes",,,,"Yes",,,,,"Yes",,6.4,11,"Yes",,,,,,,"Yes"
7268,,"Yes",,,"Yes","Yes",,,,,,,,7.4,19,"Yes",,,,,,,"Yes"
7270,,,"Yes","Yes",,,"Yes",,"Yes",,"Yes","Yes","Yes",19.7,70,,"Yes",,,,,,"Yes"
7271,,"Yes",,,,,,,,,,"Yes",,3.8,43,,,,"Yes",,,"Yes",
7273,,,"Yes",,"Yes",,,,,,,,,3.4,27,,,,"Yes",,,"Yes",
7274,,,,,"Yes",,,,,,"Yes",,,6.3,70,,,"Yes",,,,,"Yes"
7275,"Yes",,,,,"Yes",,,,,,,,4.2,42,,,,"Yes",,,"Yes",
7276,,,,,"Yes",,,,,,,,,2.2,66,,,"Yes",,,"Yes",,
7279,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7281,,,,,,,,,"Yes",,,,,4.9,28,,,,"Yes",,,"Yes",
7283,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7284,,,"Yes",,,,,,"Yes",,,,"Yes",11.2,12,"Yes",,,,,,,"Yes"
7285,,"Yes","Yes","Yes",,"Yes",,,,"Yes",,,,9.3,1,"Yes",,,,,,,"Yes"
7287,,,"Yes",,,,,"Yes",,"Yes",,,,4.3,35,,,,"Yes",,,"Yes",
7288,,,"Yes",,"Yes","Yes",,,,,,,,6.5,11,"Yes",,,,,,,"Yes"
7289,,,,,,,,"Yes",,,,,,1.5,65,,,"Yes",,,"Yes",,
7290,,"Yes","Yes",,,,,,,,,"Yes",,5,45,,,,"Yes",,,"Yes",
7291,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7292,"Yes",,,,,"Yes",,,,,"Yes",,,8.3,70,,"Yes",,,,,,"Yes"
7294,,,"Yes",,,,,,,,,"Yes",,2.9,50,,,,"Yes",,,"Yes",
7295,,,,,,"Yes",,,,,"Yes",,,7.2,70,,"Yes",,,,,,"Yes"
7296,,,,,"Yes",,,,,,,,,2.2,55,,,"Yes",,,"Yes",,
7297,,,"Yes","Yes",,,,,,,,"Yes",,4.2,34,,,,"Yes",,,"Yes",
7299,,,,"Yes",,,"Yes","Yes",,,,,,4.2,27,,,,"Yes",,,"Yes",
7300,,,,,"Yes",,,,,,,,,2.2,67,,,"Yes",,,"Yes",,
7301,,,,"Yes","Yes",,"Yes",,,,,,,4.9,27,,,,"Yes",,,"Yes",
7303,,,,"Yes",,,,"Yes",,,,,,2.8,29,,,,"Yes",,,"Yes",
7304,,,"Yes","Yes","Yes",,,"Yes",,,,,"Yes",11.3,17,"Yes",,,,,,,"Yes"
7306,,"Yes","Yes","Yes",,"Yes",,,"Yes",,,"Yes",,14.3,10,"Yes",,,,,,,"Yes"
7307,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7308,,"Yes",,,,,,,,,,,"Yes",7.2,5,"Yes",,,,,,,"Yes"
7309,,,,,,,,,"Yes",,,,"Yes",10,1,"Yes",,,,,,,"Yes"
7310,,,,,,"Yes",,,,,,,,3.1,45,,,,"Yes",,,"Yes",
7311,,,,,,,"Yes",,,,,"Yes",,3.1,44,,,,"Yes",,,"Yes",
7312,,,,,,,,"Yes","Yes",,,,,6.4,19,"Yes",,,,,,,"Yes"
7313,,,"Yes",,,"Yes",,,,,,,,4.3,41,,,,"Yes",,,"Yes",
7315,,,,,,,,,,,"Yes",,,4.1,70,,,"Yes",,,,"Yes",
7316,,,,,"Yes","Yes","Yes",,,"Yes",,"Yes","Yes",15.1,8,"Yes",,,,,,,"Yes"
7317,"Yes",,,,,,,"Yes",,,,,,2.6,70,,,"Yes",,,"Yes",,
7318,"Yes","Yes",,"Yes","Yes",,,,,,,,,6.7,14,"Yes",,,,,,,"Yes"
7319,,,,"Yes",,,,"Yes",,,,,"Yes",7.9,14,"Yes",,,,,,,"Yes"
7320,,,,,,"Yes",,,,,,,,3.1,49,,,,"Yes",,,"Yes",
7321,,,,,"Yes",,,,,,,"Yes",,3.9,41,,,,"Yes",,,"Yes",
7323,"Yes","Yes",,,,,,,,,"Yes",,,7.3,70,,"Yes",,,,,,"Yes"
7324,,,,,,,,,,,,"Yes","Yes",6.8,19,"Yes",,,,,,,"Yes"
7325,,"Yes",,,,,,"Yes",,"Yes",,,"Yes",10.3,15,"Yes",,,,,,,"Yes"
7327,,,,,,,,,,,,"Yes",,1.7,65,,,"Yes",,,"Yes",,
7328,,,,,,,,,"Yes",,,,,4.9,29,,,,"Yes",,,"Yes",
7330,,,,,,,,,,,,,"Yes",5.1,70,,,"Yes",,,,"Yes",
7331,,"Yes",,,,,,,,,,,,2.1,59,,,"Yes",,,"Yes",,
7332,,,,,,,,,,,,,"Yes",5.1,63,,,"Yes",,,,"Yes",
7333,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7334,,,,,,,,"Yes",,,,,,1.5,61,,,"Yes",,,"Yes",,
7335,,,,"Yes",,,"Yes",,,"Yes",,,,4.3,44,,,,"Yes",,,"Yes",
7336,,,,,"Yes",,,,,,,,,2.2,68,,,"Yes",,,"Yes",,
7338,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7339,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7340,,,,,"Yes",,,,"Yes",,,,,7.1,17,"Yes",,,,,,,"Yes"
7342,,,"Yes",,,,,"Yes",,,,,,2.7,66,,,"Yes",,,"Yes",,
7343,,,"Yes",,"Yes","Yes",,,"Yes",,,"Yes",,13.1,14,"Yes",,,,,,,"Yes"
7344,,,,,,,,,"Yes",,,"Yes",,6.6,12,"Yes",,,,,,,"Yes"
7345,,"Yes",,,,,,,,,,,,2.1,64,,,"Yes",,,"Yes",,
7347,,,,,,,,,,"Yes",,"Yes",,3.3,41,,,,"Yes",,,"Yes",
7348,,,,,,,,,,,,,"Yes",5.1,71,,,"Yes",,,,"Yes",
7349,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
7350,,,,,,,,"Yes",,,,,,1.5,76,,,"Yes",,,"Yes",,
7351,,,,"Yes",,,"Yes",,,"Yes",,,,4.3,43,,,,"Yes",,,"Yes",
7353,,,,,,"Yes",,,,,,,,3.1,47,,,,"Yes",,,"Yes",
7354,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7355,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7356,,,,,,"Yes",,,,,,,,3.1,49,,,,"Yes",,,"Yes",
7357,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7359,,,,,"Yes",,,,,,,,,2.2,73,,,"Yes",,,"Yes",,
7360,,,,,,,,"Yes","Yes",,,,,6.4,4,"Yes",,,,,,,"Yes"
7362,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7363,,,,,,,,,"Yes",,"Yes",,,9,70,,"Yes",,,,,,"Yes"
7364,,,"Yes",,"Yes",,,"Yes",,,,,,4.9,47,,,,"Yes",,,"Yes",
7366,,,"Yes","Yes",,,,,,,,,,2.5,69,,,"Yes",,,"Yes",,
7367,,,,"Yes",,,"Yes","Yes","Yes",,,,,9.1,25,"Yes",,,,,,,"Yes"
7368,,,"Yes",,,,"Yes",,,,,,,2.6,55,,,"Yes",,,"Yes",,
7369,,,,,,"Yes",,,,,,,,3.1,35,,,,"Yes",,,"Yes",
7370,,,,,"Yes",,,,"Yes",,,,,7.1,5,"Yes",,,,,,,"Yes"
7374,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
7375,,,,,,,"Yes",,,,"Yes",,,5.5,70,,,"Yes",,,,"Yes",
7376,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7377,,"Yes",,,,"Yes",,,,"Yes",,,,6.8,21,"Yes",,,,,,,"Yes"
7378,,,,,,,,,,,,,"Yes",5.1,55,,,"Yes",,,,"Yes",
7381,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
7382,,,,,,,,"Yes",,"Yes",,,,3.1,28,,,,"Yes",,,"Yes",
7383,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7384,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7385,,,"Yes",,,,,,,,,,"Yes",6.3,25,"Yes",,,,,,,"Yes"
7386,,,,,,,,,,,,"Yes",,1.7,76,,,"Yes",,,"Yes",,
7387,,,,,,,,"Yes","Yes",,,,,6.4,9,"Yes",,,,,,,"Yes"
7388,,,,,,,,,,,,,"Yes",5.1,67,,,"Yes",,,,"Yes",
7389,,"Yes",,,,,,,,,,,,2.1,72,,,"Yes",,,"Yes",,
7390,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7392,,,,,,,,,,"Yes",,,,1.6,62,,,"Yes",,,"Yes",,
7393,"Yes",,"Yes",,,"Yes",,,,,,,,5.4,55,,,"Yes",,,,"Yes",
7394,,,,,,,,,,,,,"Yes",5.1,68,,,"Yes",,,,"Yes",
7395,,,,,,,,,,,,,"Yes",5.1,73,,,"Yes",,,,"Yes",
7396,,,,"Yes",,,,,,,,,"Yes",6.4,18,"Yes",,,,,,,"Yes"
7397,,"Yes","Yes",,,,,,,,,,"Yes",8.4,22,"Yes",,,,,,,"Yes"
7398,,"Yes",,,"Yes",,,,,,,,,4.3,32,,,,"Yes",,,"Yes",
7401,,,,,,,,,,,,"Yes",,1.7,71,,,"Yes",,,"Yes",,
7402,,,,,,,,"Yes",,,,,,1.5,52,,,"Yes",,,"Yes",,
7403,,,,,,,,,,,,,"Yes",5.1,62,,,"Yes",,,,"Yes",
7404,,,,,,,,,,,"Yes",,,4.1,70,,,"Yes",,,,"Yes",
7408,,,"Yes","Yes",,,,,,,,"Yes",,4.2,36,,,,"Yes",,,"Yes",
7409,,,,,,,,,"Yes",,,,,4.9,48,,,,"Yes",,,"Yes",
7410,,,,,,,"Yes",,"Yes",,,,,6.3,12,"Yes",,,,,,,"Yes"
7414,,,"Yes",,,,,,,,"Yes","Yes",,7,70,,,"Yes",,,,,"Yes"
7418,,,"Yes","Yes",,,,"Yes",,"Yes",,,,5.6,68,,,"Yes",,,,"Yes",
7419,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7423,,,,,"Yes",,,,,,,,,2.2,57,,,"Yes",,,"Yes",,
7424,,,,,"Yes",,"Yes",,,,,,,3.6,42,,,,"Yes",,,"Yes",
7425,,,,,,,,"Yes",,,,,,1.5,72,,,"Yes",,,"Yes",,
7426,"Yes",,,,,,,"Yes","Yes",,,,,7.5,2,"Yes",,,,,,,"Yes"
7427,"Yes",,,,,"Yes",,,"Yes",,,,,9.1,18,"Yes",,,,,,,"Yes"
7428,,,"Yes",,"Yes","Yes",,,,,,,,6.5,15,"Yes",,,,,,,"Yes"
7432,,"Yes",,,,,,,,,,,,2.1,73,,,"Yes",,,"Yes",,
7433,,,,,"Yes",,,,,,,,,2.2,70,,,"Yes",,,"Yes",,
7434,"Yes","Yes",,,"Yes",,,,,,,"Yes",,7.1,16,"Yes",,,,,,,"Yes"
7435,,,"Yes","Yes","Yes",,,,,,,,,4.7,41,,,,"Yes",,,"Yes",
7437,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7438,,,,,,,,,,"Yes",,,,1.6,67,,,"Yes",,,"Yes",,
7439,,,"Yes",,,,,,,"Yes",,,,2.8,37,,,,"Yes",,,"Yes",
7441,,,,,,"Yes",,,,,"Yes",,"Yes",12.3,70,,"Yes",,,,,,"Yes"
7442,,"Yes",,,"Yes",,,"Yes",,,,,,5.8,64,,,"Yes",,,,"Yes",
7443,,"Yes","Yes",,"Yes",,,,,,,,,5.5,66,,,"Yes",,,,"Yes",
7444,,,,,,,,,,,"Yes",,,4.1,70,,,"Yes",,,,"Yes",
7445,,,,,,,,"Yes",,"Yes",,,"Yes",8.2,13,"Yes",,,,,,,"Yes"
7446,,"Yes",,,,,,,,,,,,2.1,51,,,,"Yes",,"Yes",,
7448,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7449,,,"Yes",,,,,,,,,"Yes",,2.9,34,,,,"Yes",,,"Yes",
7450,,,,,"Yes",,,,,,,,"Yes",7.3,2,"Yes",,,,,,,"Yes"
7452,,,"Yes",,,,"Yes",,,,,"Yes",,4.3,50,,,,"Yes",,,"Yes",
7453,,,"Yes","Yes",,,,,,,,,,2.5,69,,,"Yes",,,"Yes",,
7454,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
7455,,,"Yes","Yes",,,,,,,,,,2.5,56,,,"Yes",,,"Yes",,
7456,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7457,,,"Yes",,"Yes",,,,,,,,,3.4,38,,,,"Yes",,,"Yes",
7458,,,"Yes",,"Yes",,,,,,,,,3.4,45,,,,"Yes",,,"Yes",
7459,,,,,,,,,,,"Yes",,,4.1,70,,,"Yes",,,,"Yes",
7460,,,,,"Yes",,,,,,,,,2.2,68,,,"Yes",,,"Yes",,
7461,,,,,"Yes",,,,,"Yes",,,,3.8,44,,,,"Yes",,,"Yes",
7462,,"Yes",,"Yes",,,,,,,,,,3.4,31,,,,"Yes",,,"Yes",
7463,,,"Yes",,,,,,,,,,"Yes",6.3,2,"Yes",,,,,,,"Yes"
7464,,"Yes","Yes",,,,,,,,"Yes",,,7.4,70,,"Yes",,,,,,"Yes"
7465,,,"Yes",,,,,,,"Yes",,"Yes","Yes",9.6,22,"Yes",,,,,,,"Yes"
7467,,,,,"Yes",,,,"Yes",,,,,7.1,13,"Yes",,,,,,,"Yes"
7469,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7470,"Yes",,,"Yes","Yes",,,,,,,,,4.6,27,,,,"Yes",,,"Yes",
7471,,,"Yes",,"Yes",,,,,,,,,3.4,27,,,,"Yes",,,"Yes",
7472,,,"Yes",,,,,,,,,"Yes",,2.9,41,,,,"Yes",,,"Yes",
7473,,,"Yes","Yes",,,,"Yes",,,,,,4,48,,,,"Yes",,,"Yes",
7474,,,"Yes","Yes","Yes",,"Yes","Yes","Yes","Yes","Yes",,,18.2,70,,"Yes",,,,,,"Yes"
7476,,,,,"Yes",,,,,,,,,2.2,54,,,"Yes",,,"Yes",,
7477,,,,,,,,,,"Yes",,,,1.6,52,,,"Yes",,,"Yes",,
7478,"Yes",,,,"Yes",,"Yes","Yes",,,,"Yes","Yes",13,12,"Yes",,,,,,,"Yes"
7479,,"Yes",,,"Yes",,,,,,,,,4.3,29,,,,"Yes",,,"Yes",
7480,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,2,"Yes",,,,,,,"Yes"
7481,,,,,,,,,"Yes",,,"Yes",,6.6,24,"Yes",,,,,,,"Yes"
7482,,"Yes","Yes",,,,"Yes",,,,,"Yes","Yes",11.5,15,"Yes",,,,,,,"Yes"
7483,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7484,"Yes",,"Yes","Yes",,,"Yes",,"Yes",,,,"Yes",15,13,"Yes",,,,,,,"Yes"
7485,,"Yes",,,,,,,,,,,,2.1,59,,,"Yes",,,"Yes",,
7486,,,,,,,,,,,,,"Yes",5.1,65,,,"Yes",,,,"Yes",
7487,,,"Yes",,"Yes",,,,,,,,,3.4,38,,,,"Yes",,,"Yes",
7488,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7489,,"Yes",,,"Yes",,"Yes",,,,,,,5.7,71,,,"Yes",,,,"Yes",
7490,,,,,"Yes",,,,"Yes",,,"Yes","Yes",13.9,2,"Yes",,,,,,,"Yes"
7492,,,"Yes","Yes",,,,"Yes","Yes","Yes","Yes","Yes",,16.3,70,,"Yes",,,,,,"Yes"
7493,,"Yes","Yes",,"Yes",,,"Yes","Yes","Yes","Yes",,,17.6,70,,"Yes",,,,,,"Yes"
7494,,"Yes",,,,,"Yes",,,,,,,3.5,43,,,,"Yes",,,"Yes",
7495,,,,"Yes",,,"Yes",,"Yes",,,"Yes","Yes",14.4,8,"Yes",,,,,,,"Yes"
7496,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
7499,,,,,,,,,,,"Yes","Yes",,5.8,70,,,"Yes",,,,"Yes",
7500,,"Yes",,"Yes",,,,,,,,,,3.4,50,,,,"Yes",,,"Yes",
7501,,,,"Yes",,,,,,,,"Yes",,3,33,,,,"Yes",,,"Yes",
7502,,,,,"Yes",,,,,,"Yes",,,6.3,70,,,"Yes",,,,,"Yes"
7503,,,,,"Yes","Yes",,,,,,"Yes","Yes",12.1,9,"Yes",,,,,,,"Yes"
7506,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
7507,"Yes",,,,,,,,,,,,,1.1,1,,,,,"Yes","Yes",,
7508,,,"Yes",,,,"Yes",,,,,,,2.6,59,,,"Yes",,,"Yes",,
7509,,,"Yes",,"Yes",,,"Yes",,,"Yes",,"Yes",14.1,70,,"Yes",,,,,,"Yes"
7510,,,"Yes",,,"Yes",,,"Yes","Yes",,"Yes",,12.5,22,"Yes",,,,,,,"Yes"
7511,,,,,"Yes",,,,"Yes",,,,,7.1,3,"Yes",,,,,,,"Yes"
7513,,,,,,,,,,,"Yes",,,4.1,70,,,"Yes",,,,"Yes",
7514,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7515,"Yes",,,,,,,,,,"Yes",,,5.2,70,,,"Yes",,,,"Yes",
7516,,,,"Yes",,,,"Yes",,,,,,2.8,36,,,,"Yes",,,"Yes",
7517,,,,"Yes",,,,,,,,,,1.3,7,,,,,"Yes","Yes",,
7518,,,,,,,,,,,,"Yes",,1.7,64,,,"Yes",,,"Yes",,
7519,,,"Yes",,"Yes",,,"Yes","Yes",,,,,9.8,12,"Yes",,,,,,,"Yes"
7520,,,"Yes",,,,,"Yes",,,,,,2.7,62,,,"Yes",,,"Yes",,
7521,,,,,,,,,,,,"Yes",,1.7,67,,,"Yes",,,"Yes",,
7523,,,,,,,,,,,,,"Yes",5.1,74,,,"Yes",,,,"Yes",
7524,,"Yes",,"Yes",,,,,,"Yes",,,,5,27,,,,"Yes",,,"Yes",
7525,,"Yes",,,,,"Yes",,,,,,,3.5,41,,,,"Yes",,,"Yes",
7526,,,,,,,,"Yes",,"Yes",,,"Yes",8.2,12,"Yes",,,,,,,"Yes"
7527,,,"Yes",,,"Yes",,,,"Yes",,,,5.9,21,"Yes",,,,,,,"Yes"
7529,,,,,,,,,"Yes",,,"Yes",,6.6,15,"Yes",,,,,,,"Yes"
7530,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
7531,,,,,,,,,,,,"Yes",,1.7,63,,,"Yes",,,"Yes",,
7532,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7534,,,"Yes","Yes",,,,,,,,,,2.5,54,,,"Yes",,,"Yes",,
7535,,,,,,,,"Yes",,,,,,1.5,52,,,"Yes",,,"Yes",,
7536,,,,,,"Yes",,,,"Yes",,,,4.7,42,,,,"Yes",,,"Yes",
7537,,,"Yes",,,,,,,,,,,1.2,3,,,,,"Yes","Yes",,
7538,,,,,"Yes",,,,,,,,,2.2,71,,,"Yes",,,"Yes",,
7539,,,"Yes",,"Yes",,,,,"Yes",,,,5,36,,,,"Yes",,,"Yes",
7541,,,,"Yes","Yes",,"Yes",,"Yes",,,,"Yes",14.9,6,"Yes",,,,,,,"Yes"
7542,,,"Yes","Yes",,,,,,,"Yes",,,6.6,70,,,"Yes",,,,,"Yes"
7543,"Yes",,,"Yes",,"Yes",,,"Yes","Yes",,,"Yes",17.1,26,"Yes",,,,,,,"Yes"
7545,,,"Yes","Yes",,,"Yes",,,,,,,3.9,45,,,,"Yes",,,"Yes",
7548,,,"Yes","Yes",,,,,,,,,,2.5,74,,,"Yes",,,"Yes",,
7550,"Yes","Yes","Yes","Yes",,,"Yes",,,"Yes",,,,8.7,12,"Yes",,,,,,,"Yes"
7551,,,,,,,,,,"Yes",,,,1.6,59,,,"Yes",,,"Yes",,
7552,,,"Yes",,,,,"Yes",,,,,,2.7,69,,,"Yes",,,"Yes",,
7553,,,"Yes",,,,,,,,,,"Yes",6.3,14,"Yes",,,,,,,"Yes"
7554,,"Yes","Yes","Yes","Yes",,,"Yes",,,,"Yes",,10,1,"Yes",,,,,,,"Yes"
